species,length,weight,w_l_ratio,species_Encoded,lengthNorm,weightNorm,cluster
Otolithoides pama,21.55,3.83,0.18,3,0.7829896907216496,0.6768060836501902,0
Otolithoides pama,21.69,4.02,0.19,3,0.7902061855670104,0.7490494296577946,0
Otolithoides pama,21.18,3.87,0.18,3,0.7639175257731958,0.6920152091254755,0
Otolithoides pama,23.4,4.03,0.17,3,0.8783505154639175,0.7528517110266161,0
Otolithoides pama,19.35,3.78,0.2,3,0.6695876288659794,0.6577946768060837,0
Otolithoides pama,22.15,3.95,0.18,3,0.8139175257731959,0.7224334600760459,0
Otolithoides pama,21.83,3.95,0.18,3,0.797422680412371,0.7224334600760459,0
Otolithoides pama,19.84,3.77,0.19,3,0.6948453608247422,0.6539923954372625,0
Otolithoides pama,24.12,3.51,0.15,3,0.9154639175257733,0.5551330798479087,0
Otolithoides pama,23.99,4.09,0.17,3,0.908762886597938,0.7756653992395438,0
Otolithoides pama,22.77,3.98,0.17,3,0.8458762886597937,0.7338403041825096,0
Pethia conchonius,9.61,4.55,0.47,4,0.16752577319587625,0.9505703422053232,0
Pethia conchonius,9.16,4.61,0.5,4,0.14432989690721648,0.9733840304182512,0
Pethia conchonius,8.09,4.56,0.56,4,0.08917525773195872,0.9543726235741444,0
Pethia conchonius,9.89,4.61,0.47,4,0.1819587628865979,0.9733840304182512,0
Pethia conchonius,10.31,4.57,0.44,4,0.2036082474226804,0.9581749049429661,0
Pethia conchonius,11.03,4.61,0.42,4,0.24072164948453606,0.9733840304182512,0
Pethia conchonius,9.07,4.62,0.51,4,0.13969072164948454,0.9771863117870724,0
Pethia conchonius,9.37,4.59,0.49,4,0.15515463917525768,0.9657794676806085,0
Pethia conchonius,10.71,4.56,0.43,4,0.22422680412371138,0.9543726235741444,0
Pethia conchonius,10.58,4.65,0.44,4,0.21752577319587624,0.9885931558935365,0
Pethia conchonius,11.53,4.64,0.4,4,0.26649484536082463,0.9847908745247148,0
Pethia conchonius,11.84,4.64,0.39,4,0.28247422680412365,0.9847908745247148,0
Pethia conchonius,9.76,4.56,0.47,4,0.17525773195876287,0.9543726235741444,0
Pethia conchonius,8.27,4.53,0.55,4,0.09845360824742261,0.9429657794676808,0
Pethia conchonius,9.82,4.6,0.47,4,0.1783505154639175,0.9695817490494297,0
Pethia conchonius,9.55,4.59,0.48,4,0.16443298969072168,0.9657794676806085,0
Pethia conchonius,8.33,4.58,0.55,4,0.10154639175257729,0.9619771863117873,0
Pethia conchonius,9.82,4.61,0.47,4,0.1783505154639175,0.9733840304182512,0
Pethia conchonius,9.47,4.62,0.49,4,0.16030927835051545,0.9771863117870724,0
Pethia conchonius,9.04,4.58,0.51,4,0.13814432989690717,0.9619771863117873,0
Pethia conchonius,7.92,4.54,0.57,4,0.08041237113402061,0.946768060836502,0
Pethia conchonius,10.33,4.59,0.44,4,0.20463917525773195,0.9657794676806085,0
Pethia conchonius,9.58,4.6,0.48,4,0.16597938144329893,0.9695817490494297,0
Pethia conchonius,11.62,4.61,0.4,4,0.2711340206185567,0.9733840304182512,0
Pethia conchonius,9.59,4.6,0.48,4,0.1664948453608247,0.9695817490494297,0
Pethia conchonius,11.33,4.58,0.4,4,0.2561855670103092,0.9619771863117873,0
Pethia conchonius,12.01,4.63,0.39,4,0.29123711340206176,0.9809885931558936,0
Pethia conchonius,8.36,4.53,0.54,4,0.1030927835051546,0.9429657794676808,0
Pethia conchonius,9.62,4.6,0.48,4,0.16804123711340202,0.9695817490494297,0
Pethia conchonius,9.35,4.59,0.49,4,0.15412371134020614,0.9657794676806085,0
Pethia conchonius,11.72,4.6,0.39,4,0.2762886597938144,0.9695817490494297,0
Pethia conchonius,10.75,4.6,0.43,4,0.22628865979381435,0.9695817490494297,0
Pethia conchonius,10.07,4.6,0.46,4,0.1912371134020618,0.9695817490494297,0
Pethia conchonius,9.29,4.6,0.5,4,0.15103092783505145,0.9695817490494297,0
Pethia conchonius,11.33,4.63,0.41,4,0.2561855670103092,0.9809885931558936,0
Pethia conchonius,8.73,4.56,0.52,4,0.12216494845360826,0.9543726235741444,0
Pethia conchonius,8.04,4.57,0.57,4,0.08659793814432981,0.9581749049429661,0
Pethia conchonius,11.99,4.66,0.39,4,0.29020618556701033,0.9923954372623577,0
Pethia conchonius,8.78,4.57,0.52,4,0.12474226804123706,0.9581749049429661,0
Pethia conchonius,10.29,4.63,0.45,4,0.20257731958762876,0.9809885931558936,0
Pethia conchonius,9.56,4.6,0.48,4,0.16494845360824745,0.9695817490494297,0
Pethia conchonius,10.9,4.59,0.42,4,0.23402061855670103,0.9657794676806085,0
Pethia conchonius,8.39,4.56,0.54,4,0.10463917525773198,0.9543726235741444,0
Pethia conchonius,10.34,4.56,0.44,4,0.20515463917525772,0.9543726235741444,0
Pethia conchonius,11.13,4.59,0.41,4,0.24587628865979377,0.9657794676806085,0
Pethia conchonius,10.38,4.52,0.44,4,0.2072164948453608,0.9391634980988594,0
Pethia conchonius,9.0,4.6,0.51,4,0.13608247422680408,0.9695817490494297,0
Pethia conchonius,8.86,4.52,0.51,4,0.12886597938144323,0.9391634980988594,0
Pethia conchonius,12.01,4.61,0.38,4,0.29123711340206176,0.9733840304182512,0
Pethia conchonius,10.79,4.57,0.42,4,0.22835051546391744,0.9581749049429661,0
Pethia conchonius,7.99,4.57,0.57,4,0.08402061855670101,0.9581749049429661,0
Pethia conchonius,10.64,4.62,0.43,4,0.22061855670103098,0.9771863117870724,0
Pethia conchonius,10.28,4.57,0.44,4,0.20206185567010299,0.9581749049429661,0
Pethia conchonius,10.53,4.6,0.44,4,0.21494845360824738,0.9695817490494297,0
Pethia conchonius,8.36,4.55,0.54,4,0.1030927835051546,0.9505703422053232,0
Pethia conchonius,9.81,4.55,0.46,4,0.17783505154639173,0.9505703422053232,0
Pethia conchonius,9.85,4.59,0.47,4,0.17989690721649482,0.9657794676806085,0
Pethia conchonius,7.83,4.57,0.58,4,0.07577319587628867,0.9581749049429661,0
Pethia conchonius,7.83,4.55,0.58,4,0.07577319587628867,0.9505703422053232,0
Pethia conchonius,10.11,4.56,0.45,4,0.19329896907216487,0.9543726235741444,0
Pethia conchonius,8.98,4.5,0.5,4,0.1350515463917526,0.9315589353612169,0
Pethia conchonius,10.78,4.61,0.43,4,0.22783505154639166,0.9733840304182512,0
Pethia conchonius,8.82,4.57,0.52,4,0.1268041237113402,0.9581749049429661,0
Pethia conchonius,8.38,4.54,0.54,4,0.1041237113402062,0.946768060836502,0
Pethia conchonius,8.93,4.53,0.51,4,0.13247422680412368,0.9429657794676808,0
Pethia conchonius,9.12,4.57,0.5,4,0.14226804123711334,0.9581749049429661,0
Pethia conchonius,10.1,4.64,0.46,4,0.1927835051546391,0.9847908745247148,0
Pethia conchonius,8.51,4.6,0.54,4,0.11082474226804118,0.9695817490494297,0
Pethia conchonius,8.83,4.56,0.52,4,0.12731958762886597,0.9543726235741444,0
Pethia conchonius,12.21,4.64,0.38,4,0.3015463917525773,0.9847908745247148,0
Pethia conchonius,8.82,4.59,0.52,4,0.1268041237113402,0.9657794676806085,0
Pethia conchonius,8.04,4.54,0.57,4,0.08659793814432981,0.946768060836502,0
Pethia conchonius,10.68,4.66,0.44,4,0.22268041237113395,0.9923954372623577,0
Pethia conchonius,9.31,4.56,0.49,4,0.1520618556701031,0.9543726235741444,0
Pethia conchonius,8.02,4.54,0.57,4,0.08556701030927832,0.946768060836502,0
Pethia conchonius,8.23,4.58,0.56,4,0.09639175257731958,0.9619771863117873,0
Pethia conchonius,9.87,4.61,0.47,4,0.18092783505154636,0.9733840304182512,0
Pethia conchonius,9.13,4.56,0.5,4,0.14278350515463917,0.9543726235741444,0
Pethia conchonius,9.34,4.61,0.49,4,0.15360824742268037,0.9733840304182512,0
Pethia conchonius,12.59,4.62,0.37,4,0.3211340206185566,0.9771863117870724,0
Pethia conchonius,10.55,4.63,0.44,4,0.21597938144329892,0.9809885931558936,0
Pethia conchonius,8.27,4.54,0.55,4,0.09845360824742261,0.946768060836502,0
Pethia conchonius,8.99,4.59,0.51,4,0.1355670103092783,0.9657794676806085,0
Pethia conchonius,8.91,4.62,0.52,4,0.13144329896907214,0.9771863117870724,0
Pethia conchonius,9.78,4.61,0.47,4,0.17628865979381442,0.9733840304182512,0
Pethia conchonius,10.66,4.62,0.43,4,0.2216494845360824,0.9771863117870724,0
Pethia conchonius,10.33,4.61,0.45,4,0.20463917525773195,0.9733840304182512,0
Pethia conchonius,11.96,4.63,0.39,4,0.288659793814433,0.9809885931558936,0
Pethia conchonius,10.63,4.59,0.43,4,0.2201030927835052,0.9657794676806085,0
Pethia conchonius,9.23,4.55,0.49,4,0.14793814432989688,0.9505703422053232,0
Pethia conchonius,10.75,4.62,0.43,4,0.22628865979381435,0.9771863117870724,0
Pethia conchonius,9.45,4.6,0.49,4,0.15927835051546385,0.9695817490494297,0
Pethia conchonius,10.92,4.58,0.42,4,0.23505154639175257,0.9619771863117873,0
Pethia conchonius,10.39,4.62,0.45,4,0.20773195876288658,0.9771863117870724,0
Pethia conchonius,9.49,4.6,0.48,4,0.161340206185567,0.9695817490494297,0
Pethia conchonius,8.02,4.56,0.57,4,0.08556701030927832,0.9543726235741444,0
Pethia conchonius,9.38,4.59,0.49,4,0.1556701030927835,0.9657794676806085,0
Pethia conchonius,8.52,4.59,0.54,4,0.11134020618556695,0.9657794676806085,0
Pethia conchonius,10.32,4.63,0.45,4,0.20412371134020618,0.9809885931558936,0
Pethia conchonius,9.99,4.58,0.46,4,0.18711340206185562,0.9619771863117873,0
Pethia conchonius,8.23,4.57,0.56,4,0.09639175257731958,0.9581749049429661,0
Pethia conchonius,8.56,4.57,0.53,4,0.11340206185567009,0.9581749049429661,0
Pethia conchonius,8.53,4.6,0.54,4,0.11185567010309272,0.9695817490494297,0
Pethia conchonius,8.79,4.6,0.52,4,0.12525773195876283,0.9695817490494297,0
Pethia conchonius,8.23,4.61,0.56,4,0.09639175257731958,0.9733840304182512,0
Pethia conchonius,10.27,4.63,0.45,4,0.20154639175257721,0.9809885931558936,0
Pethia conchonius,9.07,4.58,0.5,4,0.13969072164948454,0.9619771863117873,0
Pethia conchonius,9.58,4.56,0.48,4,0.16597938144329893,0.9543726235741444,0
Pethia conchonius,10.6,4.65,0.44,4,0.21855670103092778,0.9885931558935365,0
Pethia conchonius,10.95,4.62,0.42,4,0.23659793814432978,0.9771863117870724,0
Pethia conchonius,8.53,4.58,0.54,4,0.11185567010309272,0.9619771863117873,0
Pethia conchonius,9.86,4.59,0.47,4,0.1804123711340206,0.9657794676806085,0
Pethia conchonius,10.58,4.62,0.44,4,0.21752577319587624,0.9771863117870724,0
Pethia conchonius,8.94,4.58,0.51,4,0.13298969072164946,0.9619771863117873,0
Pethia conchonius,11.49,4.64,0.4,4,0.26443298969072165,0.9847908745247148,0
Pethia conchonius,7.96,4.58,0.58,4,0.0824742268041237,0.9619771863117873,0
Pethia conchonius,8.89,4.56,0.51,4,0.1304123711340206,0.9543726235741444,0
Pethia conchonius,8.17,4.6,0.56,4,0.0932989690721649,0.9695817490494297,0
Pethia conchonius,11.85,4.62,0.39,4,0.2829896907216494,0.9771863117870724,0
Pethia conchonius,8.81,4.6,0.52,4,0.12628865979381443,0.9695817490494297,0
Pethia conchonius,10.13,4.57,0.45,4,0.19432989690721653,0.9581749049429661,0
Pethia conchonius,8.6,4.56,0.53,4,0.11546391752577317,0.9543726235741444,0
Pethia conchonius,11.06,4.61,0.42,4,0.24226804123711337,0.9733840304182512,0
Pethia conchonius,9.59,4.59,0.48,4,0.1664948453608247,0.9657794676806085,0
Pethia conchonius,9.84,4.59,0.47,4,0.17938144329896905,0.9657794676806085,0
Pethia conchonius,8.97,4.58,0.51,4,0.13453608247422683,0.9619771863117873,0
Pethia conchonius,7.9,4.56,0.58,4,0.07938144329896907,0.9543726235741444,0
Pethia conchonius,9.13,4.58,0.5,4,0.14278350515463917,0.9619771863117873,0
Pethia conchonius,9.26,4.63,0.5,4,0.1494845360824742,0.9809885931558936,0
Pethia conchonius,9.82,4.57,0.47,4,0.1783505154639175,0.9581749049429661,0
Pethia conchonius,9.26,4.6,0.5,4,0.1494845360824742,0.9695817490494297,0
Pethia conchonius,8.51,4.57,0.54,4,0.11082474226804118,0.9581749049429661,0
Pethia conchonius,8.24,4.59,0.56,4,0.09690721649484535,0.9657794676806085,0
Pethia conchonius,9.17,4.55,0.5,4,0.14484536082474225,0.9505703422053232,0
Pethia conchonius,10.64,4.61,0.43,4,0.22061855670103098,0.9733840304182512,0
Pethia conchonius,7.82,4.56,0.58,4,0.0752577319587629,0.9543726235741444,0
Pethia conchonius,8.71,4.55,0.52,4,0.12113402061855671,0.9505703422053232,0
Pethia conchonius,9.89,4.6,0.47,4,0.1819587628865979,0.9695817490494297,0
Pethia conchonius,11.87,4.62,0.39,4,0.28402061855670097,0.9771863117870724,0
Pethia conchonius,8.3,4.54,0.55,4,0.10000000000000003,0.946768060836502,0
Pethia conchonius,9.75,4.59,0.47,4,0.1747422680412371,0.9657794676806085,0
Pethia conchonius,9.72,4.56,0.47,4,0.1731958762886598,0.9543726235741444,0
Pethia conchonius,10.48,4.61,0.44,4,0.21237113402061852,0.9733840304182512,0
Pethia conchonius,7.83,4.52,0.58,4,0.07577319587628867,0.9391634980988594,0
Pethia conchonius,8.04,4.55,0.57,4,0.08659793814432981,0.9505703422053232,0
Pethia conchonius,9.9,4.58,0.46,4,0.18247422680412367,0.9619771863117873,0
Pethia conchonius,9.21,4.6,0.5,4,0.1469072164948454,0.9695817490494297,0
Pethia conchonius,9.76,4.63,0.47,4,0.17525773195876287,0.9809885931558936,0
Pethia conchonius,11.36,4.6,0.41,4,0.2577319587628865,0.9695817490494297,0
Pethia conchonius,8.14,4.55,0.56,4,0.09175257731958764,0.9505703422053232,0
Pethia conchonius,9.98,4.55,0.46,4,0.18659793814432984,0.9505703422053232,0
Pethia conchonius,10.25,4.57,0.45,4,0.20051546391752578,0.9581749049429661,0
Pethia conchonius,12.44,4.59,0.37,4,0.31340206185567004,0.9657794676806085,0
Pethia conchonius,8.03,4.55,0.57,4,0.0860824742268041,0.9505703422053232,0
Pethia conchonius,10.85,4.63,0.43,4,0.23144329896907206,0.9809885931558936,0
Pethia conchonius,7.79,4.54,0.58,4,0.07371134020618553,0.946768060836502,0
Pethia conchonius,7.82,4.59,0.59,4,0.0752577319587629,0.9657794676806085,0
Pethia conchonius,9.47,4.58,0.48,4,0.16030927835051545,0.9619771863117873,0
Pethia conchonius,9.45,4.59,0.49,4,0.15927835051546385,0.9657794676806085,0
Pethia conchonius,10.41,4.57,0.44,4,0.20876288659793812,0.9581749049429661,0
Pethia conchonius,10.38,4.62,0.44,4,0.2072164948453608,0.9771863117870724,0
Pethia conchonius,11.25,4.64,0.41,4,0.25206185567010303,0.9847908745247148,0
Pethia conchonius,9.69,4.6,0.48,4,0.17164948453608242,0.9695817490494297,0
Pethia conchonius,8.44,4.58,0.54,4,0.10721649484536078,0.9619771863117873,0
Pethia conchonius,8.14,4.56,0.56,4,0.09175257731958764,0.9543726235741444,0
Pethia conchonius,11.64,4.64,0.4,4,0.2721649484536082,0.9847908745247148,0
Pethia conchonius,8.13,4.57,0.56,4,0.09123711340206186,0.9581749049429661,0
Pethia conchonius,8.7,4.59,0.53,4,0.12061855670103089,0.9657794676806085,0
Pethia conchonius,8.28,4.55,0.55,4,0.09896907216494838,0.9505703422053232,0
Pethia conchonius,8.37,4.58,0.55,4,0.10360824742268032,0.9619771863117873,0
Pethia conchonius,9.6,4.55,0.47,4,0.16701030927835048,0.9505703422053232,0
Pethia conchonius,8.73,4.59,0.53,4,0.12216494845360826,0.9657794676806085,0
Pethia conchonius,9.74,4.62,0.47,4,0.17422680412371133,0.9771863117870724,0
Pethia conchonius,11.6,4.57,0.39,4,0.27010309278350514,0.9581749049429661,0
Pethia conchonius,11.64,4.6,0.4,4,0.2721649484536082,0.9695817490494297,0
Pethia conchonius,9.21,4.61,0.5,4,0.1469072164948454,0.9733840304182512,0
Pethia conchonius,7.99,4.51,0.56,4,0.08402061855670101,0.9353612167300381,0
Pethia conchonius,9.56,4.56,0.48,4,0.16494845360824745,0.9543726235741444,0
Pethia conchonius,7.87,4.52,0.57,4,0.07783505154639175,0.9391634980988594,0
Pethia conchonius,9.64,4.6,0.48,4,0.16907216494845362,0.9695817490494297,0
Pethia conchonius,7.78,4.58,0.59,4,0.07319587628865981,0.9619771863117873,0
Pethia conchonius,9.97,4.56,0.46,4,0.18608247422680407,0.9543726235741444,0
Pethia conchonius,8.28,4.58,0.55,4,0.09896907216494838,0.9619771863117873,0
Pethia conchonius,12.17,4.57,0.38,4,0.2994845360824742,0.9581749049429661,0
Pethia conchonius,9.2,4.57,0.5,4,0.1463917525773195,0.9581749049429661,0
Pethia conchonius,9.22,4.56,0.49,4,0.14742268041237117,0.9543726235741444,0
Pethia conchonius,11.5,4.64,0.4,4,0.2649484536082474,0.9847908745247148,0
Pethia conchonius,9.2,4.59,0.5,4,0.1463917525773195,0.9657794676806085,0
Pethia conchonius,10.86,4.61,0.42,4,0.23195876288659784,0.9733840304182512,0
Pethia conchonius,9.37,4.56,0.49,4,0.15515463917525768,0.9543726235741444,0
Pethia conchonius,11.74,4.68,0.4,4,0.27731958762886594,1.0,0
Pethia conchonius,10.19,4.6,0.45,4,0.19742268041237104,0.9695817490494297,0
Pethia conchonius,9.48,4.58,0.48,4,0.16082474226804122,0.9619771863117873,0
Pethia conchonius,9.41,4.56,0.48,4,0.15721649484536082,0.9543726235741444,0
Pethia conchonius,10.49,4.6,0.44,4,0.2128865979381443,0.9695817490494297,0
Pethia conchonius,9.32,4.51,0.48,4,0.15257731958762888,0.9353612167300381,0
Pethia conchonius,8.79,4.57,0.52,4,0.12525773195876283,0.9581749049429661,0
Pethia conchonius,8.43,4.6,0.55,4,0.106701030927835,0.9695817490494297,0
Pethia conchonius,9.5,4.63,0.49,4,0.16185567010309276,0.9809885931558936,0
Pethia conchonius,10.36,4.6,0.44,4,0.20618556701030927,0.9695817490494297,0
Pethia conchonius,9.67,4.58,0.47,4,0.17061855670103088,0.9619771863117873,0
Pethia conchonius,8.37,4.53,0.54,4,0.10360824742268032,0.9429657794676808,0
Pethia conchonius,12.13,4.63,0.38,4,0.29742268041237113,0.9809885931558936,0
Pethia conchonius,9.9,4.62,0.47,4,0.18247422680412367,0.9771863117870724,0
Pethia conchonius,10.25,4.56,0.44,4,0.20051546391752578,0.9543726235741444,0
Pethia conchonius,9.66,4.61,0.48,4,0.17010309278350516,0.9733840304182512,0
Pethia conchonius,10.72,4.59,0.43,4,0.22474226804123715,0.9657794676806085,0
Pethia conchonius,8.64,4.59,0.53,4,0.11752577319587632,0.9657794676806085,0
Pethia conchonius,9.66,4.57,0.47,4,0.17010309278350516,0.9581749049429661,0
Pethia conchonius,10.29,4.61,0.45,4,0.20257731958762876,0.9733840304182512,0
Pethia conchonius,10.1,4.62,0.46,4,0.1927835051546391,0.9771863117870724,0
Pethia conchonius,8.89,4.55,0.51,4,0.1304123711340206,0.9505703422053232,0
Pethia conchonius,8.98,4.56,0.51,4,0.1350515463917526,0.9543726235741444,0
Pethia conchonius,8.57,4.54,0.53,4,0.11391752577319586,0.946768060836502,0
Pethia conchonius,8.18,4.54,0.56,4,0.09381443298969067,0.946768060836502,0
Pethia conchonius,8.74,4.53,0.52,4,0.12268041237113403,0.9429657794676808,0
Pethia conchonius,9.67,4.59,0.47,4,0.17061855670103088,0.9657794676806085,0
Pethia conchonius,10.31,4.54,0.44,4,0.2036082474226804,0.946768060836502,0
Pethia conchonius,10.36,4.59,0.44,4,0.20618556701030927,0.9657794676806085,0
Pethia conchonius,11.51,4.56,0.4,4,0.2654639175257732,0.9543726235741444,0
Pethia conchonius,9.41,4.62,0.49,4,0.15721649484536082,0.9771863117870724,0
Pethia conchonius,10.53,4.62,0.44,4,0.21494845360824738,0.9771863117870724,0
Pethia conchonius,11.18,4.62,0.41,4,0.24845360824742263,0.9771863117870724,0
Pethia conchonius,12.33,4.67,0.38,4,0.30773195876288656,0.9961977186311789,0
Pethia conchonius,11.71,4.61,0.39,4,0.2757731958762886,0.9733840304182512,0
Pethia conchonius,8.03,4.56,0.57,4,0.0860824742268041,0.9543726235741444,0
Pethia conchonius,8.72,4.62,0.53,4,0.12164948453608249,0.9771863117870724,0
Pethia conchonius,11.49,4.63,0.4,4,0.26443298969072165,0.9809885931558936,0
Pethia conchonius,10.75,4.61,0.43,4,0.22628865979381435,0.9733840304182512,0
Pethia conchonius,9.8,4.58,0.47,4,0.17731958762886596,0.9619771863117873,0
Pethia conchonius,8.83,4.55,0.52,4,0.12731958762886597,0.9505703422053232,0
Pethia conchonius,10.01,4.61,0.46,4,0.18814432989690716,0.9733840304182512,0
Pethia conchonius,8.61,4.53,0.53,4,0.11597938144329889,0.9429657794676808,0
Pethia conchonius,11.1,4.59,0.41,4,0.24432989690721646,0.9657794676806085,0
Pethia conchonius,11.9,4.63,0.39,4,0.2855670103092784,0.9809885931558936,0
Pethia conchonius,8.87,4.58,0.52,4,0.129381443298969,0.9619771863117873,0
Pethia conchonius,11.44,4.63,0.4,4,0.2618556701030927,0.9809885931558936,0
Pethia conchonius,10.41,4.6,0.44,4,0.20876288659793812,0.9695817490494297,0
Pethia conchonius,9.18,4.61,0.5,4,0.14536082474226802,0.9733840304182512,0
Pethia conchonius,9.98,4.6,0.46,4,0.18659793814432984,0.9695817490494297,0
Pethia conchonius,11.31,4.59,0.41,4,0.25515463917525777,0.9657794676806085,0
Pethia conchonius,9.71,4.6,0.47,4,0.17268041237113402,0.9695817490494297,0
Pethia conchonius,9.44,4.61,0.49,4,0.15876288659793808,0.9733840304182512,0
Pethia conchonius,10.76,4.59,0.43,4,0.22680412371134012,0.9657794676806085,0
Pethia conchonius,11.15,4.61,0.41,4,0.24690721649484532,0.9733840304182512,0
Pethia conchonius,12.29,4.66,0.38,4,0.3056701030927835,0.9923954372623577,0
Pethia conchonius,12.31,4.62,0.38,4,0.306701030927835,0.9771863117870724,0
Pethia conchonius,8.12,4.57,0.56,4,0.09072164948453604,0.9581749049429661,0
Pethia conchonius,10.84,4.64,0.43,4,0.2309278350515464,0.9847908745247148,0
Pethia conchonius,10.31,4.59,0.45,4,0.2036082474226804,0.9657794676806085,0
Pethia conchonius,9.42,4.59,0.49,4,0.1577319587628866,0.9657794676806085,0
Pethia conchonius,8.63,4.6,0.53,4,0.11701030927835054,0.9695817490494297,0
Pethia conchonius,8.32,4.55,0.55,4,0.10103092783505152,0.9505703422053232,0
Pethia conchonius,10.8,4.6,0.43,4,0.22886597938144332,0.9695817490494297,0
Pethia conchonius,9.52,4.61,0.48,4,0.1628865979381443,0.9733840304182512,0
Pethia conchonius,12.36,4.64,0.38,4,0.3092783505154639,0.9847908745247148,0
Pethia conchonius,9.04,4.55,0.5,4,0.13814432989690717,0.9505703422053232,0
Pethia conchonius,8.62,4.63,0.54,4,0.11649484536082466,0.9809885931558936,0
Pethia conchonius,12.84,4.66,0.36,4,0.334020618556701,0.9923954372623577,0
Pethia conchonius,9.22,4.54,0.49,4,0.14742268041237117,0.946768060836502,0
Pethia conchonius,8.0,4.56,0.57,4,0.08453608247422678,0.9543726235741444,0
Pethia conchonius,9.05,4.55,0.5,4,0.138659793814433,0.9505703422053232,0
Pethia conchonius,8.94,4.61,0.52,4,0.13298969072164946,0.9733840304182512,0
Pethia conchonius,9.34,4.55,0.49,4,0.15360824742268037,0.9505703422053232,0
Pethia conchonius,8.96,4.6,0.51,4,0.13402061855670105,0.9695817490494297,0
Pethia conchonius,8.14,4.58,0.56,4,0.09175257731958764,0.9619771863117873,0
Pethia conchonius,9.22,4.62,0.5,4,0.14742268041237117,0.9771863117870724,0
Pethia conchonius,10.69,4.62,0.43,4,0.22319587628865972,0.9771863117870724,0
Pethia conchonius,11.93,4.62,0.39,4,0.2871134020618556,0.9771863117870724,0
Pethia conchonius,8.97,4.54,0.51,4,0.13453608247422683,0.946768060836502,0
Pethia conchonius,8.31,4.59,0.55,4,0.10051546391752575,0.9657794676806085,0
Pethia conchonius,10.82,4.61,0.43,4,0.22989690721649486,0.9733840304182512,0
Pethia conchonius,9.51,4.62,0.49,4,0.16237113402061853,0.9771863117870724,0
Pethia conchonius,10.45,4.6,0.44,4,0.2108247422680412,0.9695817490494297,0
Pethia conchonius,9.9,4.57,0.46,4,0.18247422680412367,0.9581749049429661,0
Pethia conchonius,12.41,4.58,0.37,4,0.31185567010309273,0.9619771863117873,0
Pethia conchonius,7.92,4.56,0.58,4,0.08041237113402061,0.9543726235741444,0
Pethia conchonius,10.05,4.58,0.46,4,0.19020618556701036,0.9619771863117873,0
Pethia conchonius,11.93,4.61,0.39,4,0.2871134020618556,0.9733840304182512,0
Pethia conchonius,10.6,4.64,0.44,4,0.21855670103092778,0.9847908745247148,0
Pethia conchonius,9.17,4.57,0.5,4,0.14484536082474225,0.9581749049429661,0
Pethia conchonius,10.54,4.63,0.44,4,0.21546391752577315,0.9809885931558936,0
Pethia conchonius,7.85,4.56,0.58,4,0.07680412371134016,0.9543726235741444,0
Pethia conchonius,10.51,4.58,0.44,4,0.21391752577319584,0.9619771863117873,0
Pethia conchonius,9.34,4.59,0.49,4,0.15360824742268037,0.9657794676806085,0
Pethia conchonius,12.11,4.61,0.38,4,0.2963917525773195,0.9733840304182512,0
Pethia conchonius,10.92,4.59,0.42,4,0.23505154639175257,0.9657794676806085,0
Pethia conchonius,8.43,4.56,0.54,4,0.106701030927835,0.9543726235741444,0
Pethia conchonius,10.08,4.63,0.46,4,0.19175257731958756,0.9809885931558936,0
Pethia conchonius,11.4,4.61,0.4,4,0.2597938144329897,0.9733840304182512,0
Pethia conchonius,9.34,4.56,0.49,4,0.15360824742268037,0.9543726235741444,0
Pethia conchonius,9.37,4.63,0.49,4,0.15515463917525768,0.9809885931558936,0
Pethia conchonius,9.65,4.59,0.48,4,0.1695876288659794,0.9657794676806085,0
Pethia conchonius,9.94,4.6,0.46,4,0.18453608247422676,0.9695817490494297,0
Pethia conchonius,11.14,4.61,0.41,4,0.24639175257731954,0.9733840304182512,0
Pethia conchonius,11.55,4.61,0.4,4,0.2675257731958763,0.9733840304182512,0
Pethia conchonius,8.39,4.57,0.54,4,0.10463917525773198,0.9581749049429661,0
Pethia conchonius,12.01,4.6,0.38,4,0.29123711340206176,0.9695817490494297,0
Pethia conchonius,9.45,4.62,0.49,4,0.15927835051546385,0.9771863117870724,0
Pethia conchonius,10.53,4.61,0.44,4,0.21494845360824738,0.9733840304182512,0
Pethia conchonius,9.03,4.57,0.51,4,0.1376288659793814,0.9581749049429661,0
Pethia conchonius,7.72,4.54,0.59,4,0.07010309278350513,0.946768060836502,0
Pethia conchonius,10.25,4.59,0.45,4,0.20051546391752578,0.9657794676806085,0
Pethia conchonius,9.03,4.56,0.51,4,0.1376288659793814,0.9543726235741444,0
Pethia conchonius,9.2,4.61,0.5,4,0.1463917525773195,0.9733840304182512,0
Pethia conchonius,9.0,4.56,0.51,4,0.13608247422680408,0.9543726235741444,0
Pethia conchonius,12.18,4.64,0.38,4,0.3,0.9847908745247148,0
Pethia conchonius,9.39,4.59,0.49,4,0.15618556701030928,0.9657794676806085,0
Pethia conchonius,7.91,4.51,0.57,4,0.07989690721649484,0.9353612167300381,0
Pethia conchonius,12.19,4.58,0.38,4,0.30051546391752576,0.9619771863117873,0
Pethia conchonius,10.44,4.61,0.44,4,0.21030927835051544,0.9733840304182512,0
Pethia conchonius,8.72,4.55,0.52,4,0.12164948453608249,0.9505703422053232,0
Pethia conchonius,10.14,4.63,0.46,4,0.1948453608247423,0.9809885931558936,0
Pethia conchonius,8.8,4.57,0.52,4,0.12577319587628866,0.9581749049429661,0
